cfips,microbusiness_density
13097,8.00338665897436
48299,7.995630394871794
19113,7.9935002487179485
55133,7.9624892358974355
37097,7.95361457948718
17111,7.953212717948718
34013,7.9342400410256415
33003,7.9332787025641025
29095,7.894834041025642
09003,7.891695879487179
01003,7.889811161538462
37063,7.883776053846154
38101,7.867745871794871
51087,7.865799838461539
26161,7.8526929615384615
30045,7.834519458974359
15001,7.827459597435897
13085,7.818847664102564
36109,7.818082097435897
50015,7.816069607692309
48439,7.8044253435897435
47093,7.774263851282051
12091,7.766163307692307
23017,7.761935338461539
41039,7.747680417948718
23031,7.74489072051282
15005,7.735287154358975
21211,7.732313328205129
36111,7.728259274358974
48221,7.727237556410257
34023,7.723813653846153
35003,7.717734248717949
51061,7.694529930769231
51095,7.690038192307693
47165,7.666260376923076
26105,7.653879187179487
51810,7.6503159410256405
29183,7.645331433333333
39113,7.594955512820513
56023,7.5904797076923085
36027,7.562469607692308
45013,7.55725748974359
13151,7.519276089743589
02230,7.494625617948718
29165,7.493063553846154
09005,7.489783579487179
51760,7.477828692307692
40109,7.470253469230769
46081,7.4679396717948725
46073,7.467082033333333
08093,7.445031507692308
47105,7.442041117948718
22103,7.438420046153847
37113,7.405583764102564
01117,7.4032224
06043,7.393587551282051
28089,7.383135107692308
46083,7.382462176923077
17015,7.371467417948718
56035,7.33631838974359
22071,7.324352871794872
31075,7.317559715384616
24003,7.266064369230769
44009,7.265831053846155
24510,7.259753541025641
37025,7.253816312820513
36079,7.237279864102564
21067,7.228991802564103
12069,7.207831023076922
51830,7.196675774358975
06067,7.191779202564103
48265,7.1816886538461535
45051,7.167368335897436
48167,7.165408771794873
47141,7.154282246153846
12101,7.148465810256411
21215,7.147836007692308
12019,7.135802097435897
38043,7.131342971794872
19059,7.11535395128205
45091,7.082630741025641
26047,7.070247443589744
55089,7.068214728205128
37019,7.061564797435898
27163,7.058191512820513
50013,7.053393407692308
37081,7.036166756410257
12097,7.032893394871794
51041,7.027031417948717
06115,7.024507597435897
51077,7.004475907692308
51153,6.999463707692308
21111,6.99597297948718
34009,6.992475243589743
18039,6.990533553846155
06065,6.986491838461538
27139,6.968507305128205
24035,6.9616662128205125
39049,6.9583046512820514
53029,6.945520425641026
48367,6.927779702564103
24033,6.923416164102564
41033,6.913314866666667
34037,6.900648287179488
24021,6.8924056333333334
13227,6.889719407692308
09007,6.876585248717949
29019,6.871012076923077
36091,6.864332269230769
34029,6.839931384615384
36021,6.83167147948718
18051,6.823842397435898
13127,6.823618805128206
53035,6.821173320512821
34007,6.798868064102564
50019,6.7978820743589745
41015,6.795911330769231
46103,6.77996717948718
12015,6.760171023076923
51047,6.757480617948718
08109,6.755333871794871
18097,6.746815966666667
24005,6.722266202564102
29077,6.711492882051282
47189,6.701057110256411
39055,6.700750448717949
39061,6.670709471794871
50023,6.670393015384614
47065,6.670084346153846
51085,6.669103079487179
51103,6.665755084615385
02020,6.662983720512821
39035,6.656797843589743
30081,6.644822351282051
53007,6.644502638461538
46079,6.6335483435897435
39165,6.631905497435897
09009,6.615594102564103
13073,6.615066241025641
51179,6.6138071410256405
33001,6.60365818974359
30049,6.581485992307692
25023,6.575760617948718
08055,6.567015417948719
22055,6.564555771794872
27123,6.560957571794872
38017,6.559389151282052
13051,6.552815233333334
06109,6.537346153846154
04019,6.535117789743589
02220,6.526468764102564
51680,6.517060638461538
08123,6.5149519307692305
06089,6.508650530769231
33009,6.4970630128205125
30009,6.492584802564102
30097,6.491586864102564
39153,6.475450784615385
34041,6.470081656410256
13021,6.464806602564102
48029,6.45646848974359
51003,6.452213312820513
12089,6.445898425641025
26089,6.439972156410256
12033,6.4365846769230775
02100,6.4338597435897436
48373,6.4266195717948715
25015,6.425137569230769
47157,6.394858087179487
13111,6.385097533333333
01089,6.3795341974358974
53063,6.360505735897436
06007,6.355746543589744
13059,6.346570764102564
36055,6.332033243589744
41007,6.331314102564103
48021,6.331011323076924
06093,6.3274879
31109,6.324578741025641
37115,6.323638528205128
25003,6.309283266666667
21015,6.308396038461538
29510,6.306122394871795
06023,6.297313466666666
47149,6.2967279666666665
42071,6.294275561538462
21185,6.293704579487179
20011,6.284596769230769
48139,6.27613108974359
48155,6.2744838846153845
51157,6.260021976923077
01073,6.255027133333334
42045,6.244973579487179
06045,6.241535492307692
41071,6.2184203615384614
42103,6.207562115384615
21117,6.205156069230769
36097,6.201192958974358
53041,6.1826145666666665
33017,6.164830141025641
08039,6.1528723076923075
13029,6.1527593564102565
35001,6.146643076923077
48053,6.132303538461539
55127,6.126851141025641
08077,6.126188630769231
38021,6.124241274358974
32023,6.122363338461539
35027,6.122289392307692
25011,6.120186097435897
12005,6.119797851282051
36001,6.106331243589744
48425,6.1011153512820515
44003,6.096539853846154
53057,6.09214218974359
55131,6.0801327051282055
06071,6.0786642358974365
53067,6.0770493000000005
24017,6.076991005128205
08085,6.075231205128206
13241,6.075225894871795
26029,6.070050517948718
29043,6.069512794871795
27025,6.059589528205128
49057,6.049999064102564
41041,6.0454435153846156
05119,6.044609435897436
37067,6.040765687179487
08029,6.040175987179487
22033,6.035322751282051
51790,6.032831671794872
40017,6.028091910256411
26103,6.022838741025641
06009,6.020632
56029,6.010699379487179
35021,6.008005053846154
36071,6.005686641025641
17089,6.000437997435897
36085,5.996714225641026
04005,5.996081712820513
12111,5.993428674358975
48243,5.9877754
36081,5.977360143589744
27171,5.9704112512820515
47009,5.963554507692308
25027,5.95436127948718
48041,5.951930869230769
37189,5.9496256051282055
13139,5.944031664102564
26065,5.943337717948718
16051,5.939839384615385
13123,5.936343282051283
37149,5.9159121871794875
34031,5.908163071794871
48179,5.903201456410256
29047,5.884826217948718
45063,5.880070441025642
15003,5.868157664102564
33013,5.867081138461538
48019,5.866005530769231
49045,5.862449930769231
36029,5.846489007692308
13133,5.83350268974359
16065,5.831975361538462
51710,5.815288702564103
48007,5.811156397435897
53037,5.804519628205128
10001,5.795119597435898
37089,5.79208283076923
47021,5.790967894871795
48039,5.7821903307692315
05143,5.78161757948718
18019,5.780495864102564
35028,5.777162025641025
49055,5.769232158974359
42101,5.737084479487179
13291,5.734010630769231
26163,5.732986771794872
12037,5.7295553641025645
05015,5.729540292307692
13013,5.728703876923077
39057,5.724491241025641
42077,5.705395520512821
37105,5.704351102564103
27041,5.700275517948718
27077,5.697912361538461
36067,5.697228241025641
54037,5.696412048717948
17093,5.67168238974359
05007,5.667057082051282
08019,5.66642192051282
51177,5.6660664897435895
23009,5.665651969230769
48251,5.661398517948718
48183,5.6431649179487176
55109,5.637515123076923
19153,5.632596158974359
33005,5.620439312820513
37035,5.614051417948718
36093,5.595752846153847
18043,5.58811951025641
51660,5.585730556410256
36041,5.582731048717949
02130,5.573159856410256
06113,5.572544974358975
26139,5.568142107692307
51570,5.563505674358974
24009,5.554005512820512
55125,5.538353833333334
39063,5.537853258974359
02170,5.535377364102564
45057,5.5326695974358975
48423,5.5323049307692305
42069,5.526772451282051
53053,5.5228297794871795
12113,5.516369261538462
45079,5.512779256410257
16015,5.510161769230769
26093,5.506474051282051
39093,5.5015492743589745
20161,5.493814789743589
13077,5.491486197435898
02122,5.491310312820512
48181,5.486952882051282
20045,5.4825672051282055
30053,5.480055376923077
53051,5.475061151282052
37031,5.4713275435897435
40027,5.465410135897436
30057,5.463509169230769
51115,5.459577233333333
19103,5.446083238461538
13211,5.444987192307693
56025,5.442529833333333
39103,5.441684038461538
55009,5.435918782051282
51075,5.434156794871795
48257,5.428920333333333
30111,5.4172439410256406
06003,5.413846928205128
12017,5.403800633333334
27141,5.3958233
42041,5.354945812820513
37125,5.3543612666666665
24025,5.354013666666667
48319,5.349870628205129
29209,5.34959101025641
08001,5.343994694871795
18085,5.341404594871795
06053,5.335454405128205
49017,5.332692951282051
37071,5.3301861
29005,5.315134774358974
36069,5.310834282051282
18003,5.294203661538462
51063,5.282946453846154
21239,5.2664742
17019,5.260045269230769
16045,5.248934741025641
55035,5.2487406384615385
40085,5.246960015384615
35043,5.240071138461539
01125,5.238763341025641
51775,5.2376488948717945
50021,5.230561556410256
18105,5.222247246153846
41003,5.221607505128205
37011,5.221477984615385
49031,5.2181532102564105
51091,5.211690435897435
51550,5.209819838461538
12083,5.188298553846154
45035,5.176641017948718
23015,5.173173725641026
06027,5.171930138461539
48217,5.169953405128205
26077,5.168700571794872
48193,5.162873092307692
44007,5.158483782051282
37109,5.152707469230769
23023,5.149767887179487
02105,5.137726284615384
41063,5.137587661538461
51820,5.132520371794872
06095,5.1257856923076925
27003,5.123362971794871
51065,5.112286176923076
31153,5.109168743589744
12053,5.105667779487179
55079,5.10244562051282
56009,5.101021217948718
30037,5.08950008974359
37087,5.085248928205128
18013,5.077633276923077
22051,5.0767675871794875
39159,5.075739820512821
29031,5.071927958974358
17113,5.071828933333333
37053,5.066451069230769
53071,5.065126474358975
19163,5.064979823076923
48497,5.064662174358974
48303,5.058225876923077
50001,5.057758448717949
48477,5.052486556410257
55093,5.052355730769231
13223,5.045397946153846
26099,5.04502737948718
16083,5.032970623076923
45043,5.025464853846153
30107,5.023272079487179
06063,5.014086633333333
09013,5.010712738461538
54069,5.008550715384615
48309,5.008445702564102
37167,5.006344782051282
26009,5.004012061538461
47179,5.00206058974359
51730,4.989111817948718
41013,4.986014543589744
17177,4.979609371794872
12105,4.975944217948718
55085,4.971779697435898
48499,4.970744082051282
42089,4.969671184615385
53009,4.964613412820513
51520,4.9625471999999995
46093,4.947896864102565
23027,4.945858479487179
42011,4.94383281025641
04001,4.943027684615385
48015,4.942169556410256
42043,4.941149317948718
27017,4.935895135897436
42095,4.935404987179488
08061,4.933380502564102
31011,4.925578933333333
21113,4.918941176923077
35007,4.917134728205128
48329,4.911714774358974
24029,4.90893548974359
21145,4.905881728205128
51131,4.9053163794871795
13217,4.897522976923077
36039,4.889679546153846
53039,4.8833330461538464
17085,4.879741641025641
48051,4.8728558974358975
48149,4.871098448717949
38015,4.869159074358974
19013,4.851980123076923
27109,4.850259633333334
34001,4.844523730769231
16027,4.84322828974359
26019,4.834028046153846
08083,4.824562835897436
55113,4.816260043589744
36077,4.812033417948718
41047,4.811793448717949
48377,4.803063823076923
34015,4.80225788974359
20173,4.7942822564102565
39085,4.792047992307693
56001,4.7891945589743585
53049,4.786644566666666
35051,4.7818093051282045
29051,4.7804458128205125
53065,4.779599335897436
18127,4.772496656410256
19191,4.768762512820513
47147,4.76443521025641
48187,4.76073247948718
38007,4.749633569230769
01101,4.748174223076923
13015,4.747819856410256
05051,4.747299102564103
29097,4.744096876923076
48043,4.742508746153846
26021,4.735670541025641
31019,4.720245820512821
16057,4.71828997948718
25005,4.715815407692308
13045,4.712516643589743
02275,4.710716276923077
30061,4.6877531717948715
42019,4.685417323076924
06069,4.6797386076923075
51770,4.67868931025641
45073,4.675162599999999
12075,4.671823756410256
27137,4.668007474358975
48381,4.667451546153846
42027,4.662128164102564
05141,4.662103025641025
47163,4.643008851282051
32009,4.626793938461538
51145,4.618183597435897
20177,4.609611356410257
04015,4.605282074358974
51109,4.6007748410256415
32029,4.597851376923076
29037,4.59190391025641
42131,4.590753753846154
19169,4.583809912820513
18081,4.574330676923077
16043,4.556116217948718
27013,4.54566503076923
18063,4.545407446153845
31177,4.543138417948717
17147,4.54005778974359
38105,4.531659128205128
19061,4.519670892307692
09011,4.512451438461539
47103,4.509939748717948
51121,4.5019383794871795
04021,4.499438684615384
41065,4.499410533333333
23019,4.4990552692307695
21035,4.499005928205128
37043,4.491926015384615
48385,4.485689307692307
39009,4.4835559589743585
37173,4.481299861538462
27075,4.478100797435898
48473,4.4761664076923084
18141,4.4709723
47125,4.468659356410257
26045,4.4680409153846155
21037,4.461887543589744
19181,4.4552830666666665
16077,4.452055184615385
26143,4.44955002051282
36031,4.448660566666667
53005,4.446121382051282
26137,4.441309766666667
51113,4.438228566666666
36025,4.435596471794872
51720,4.433443948717949
45083,4.426684941025641
17133,4.409311423076923
48359,4.401622992307692
32011,4.401311792307693
37001,4.398903305128205
36105,4.3970504743589744
48315,4.382917030769231
50005,4.378515153846154
17077,4.376688028205128
41053,4.373849561538462
55003,4.372550371794873
08065,4.366903184615384
42117,4.361855292307693
51069,4.354694097435898
24037,4.352481446153846
21227,4.350778861538461
37099,4.350476774358975
17119,4.3484262846153845
49013,4.347894458974359
55139,4.342353197435897
08017,4.3416858564102565
27083,4.3356357333333335
39095,4.33299622051282
40087,4.3325874461538465
21073,4.3301198358974355
41057,4.327609405128205
50011,4.3216231512820515
48441,4.3160645
39017,4.313842317948718
42049,4.307014364102565
06099,4.305293325641025
05131,4.302580530769231
22017,4.301421594871795
37009,4.3009145
17143,4.299526507692308
51187,4.296260941025641
51057,4.290177556410256
53047,4.285429358974359
55087,4.283554474358975
18059,4.274331484615384
48143,4.272950633333333
16005,4.267864441025641
51127,4.265554689743589
12065,4.259155182051282
45015,4.257587156410257
01077,4.248761694871795
54035,4.243542415384615
36007,4.239678125641025
46047,4.23861318974359
17001,4.23824171025641
30089,4.233175915384615
26091,4.232314407692308
05055,4.2271308820512825
27009,4.225513974358975
04007,4.225077728205128
13063,4.22301831025641
18163,4.221752307692308
17201,4.219748202564102
45077,4.215022115384615
39151,4.210717017948718
39173,4.209939187179487
47011,4.207018587179487
30093,4.195201017948718
48375,4.187170164102564
30043,4.1790010641025646
39133,4.178293948717949
04023,4.177469105128205
47001,4.174911476923077
48281,4.1690152846153845
48451,4.160978951282051
26111,4.160129369230769
42125,4.160076753846154
16049,4.159235417948717
51119,4.15501622051282
48417,4.154319569230769
23011,4.148943346153846
18173,4.141718807692308
42013,4.141505205128205
46011,4.1391952846153846
20113,4.1348235461538465
55095,4.134459392307692
28073,4.1337762871794865
46075,4.1331902666666664
51019,4.132820423076923
46019,4.130425861538462
49023,4.125266212820513
31159,4.12513892051282
02090,4.119382279487179
20149,4.110452258974359
36083,4.101804769230769
20017,4.099038207692308
36107,4.095829564102565
28121,4.091396097435898
13187,4.091132835897436
37147,4.089866187179487
33019,4.086181984615385
13311,4.085560074358974
13225,4.081124638461539
05045,4.075362243589744
55117,4.06760342051282
42133,4.065444207692307
48337,4.062779135897436
06015,4.061355612820512
26049,4.055048635897436
30059,4.054901474358974
51161,4.047479864102564
20157,4.0406255794871795
50017,4.038401758974359
54061,4.0336049
13145,4.033114094871794
28033,4.026309302564103
55047,4.021133441025641
37101,4.014632948717948
41043,4.013073433333333
20015,4.012778546153846
26037,4.011508928205128
41009,4.0102009897435895
49003,4.009612017948718
51590,4.0022961666666665
19099,3.998443756410256
48097,3.992814494871795
37127,3.991357958974359
48035,3.9899522897435897
30039,3.9885025512820516
27169,3.984962523076923
19189,3.982741858974359
55059,3.981780610256411
27111,3.9670848846153843
25013,3.9589861230769228
13215,3.956380915384615
46033,3.9563536769230767
26097,3.9517232076923077
56041,3.946930053846154
48231,3.9454354564102565
28081,3.9440942512820514
02110,3.9406750948717946
37141,3.9399930974358974
16009,3.9387445153846157
51800,3.9350917820512823
05105,3.9297052692307695
40119,3.9240246923076927
39089,3.922039292307692
13275,3.918303164102564
36063,3.9034814487179483
55111,3.9002774666666666
27095,3.900171815384615
55101,3.892629223076923
01081,3.891421423076923
18157,3.885965638461539
20209,3.883027835897436
40123,3.881057197435897
24023,3.8662665256410254
51650,3.8645130256410254
01097,3.848591130769231
13313,3.8464320794871796
48027,3.8462543282051285
56011,3.8452508871794873
30099,3.844328892307692
26061,3.8418734333333338
47043,3.8404776564102563
51093,3.8401059948717946
46119,3.835592541025641
17063,3.832097517948718
30001,3.8309732717948717
19027,3.8206607435897433
38035,3.8155580179487183
29071,3.806158312820513
18089,3.8056363974358973
02282,3.7985281615384614
05031,3.797338158974359
17163,3.7971689076923076
06019,3.7945466461538464
55099,3.7935537410256415
55129,3.7915875743589744
08071,3.791404628205128
08033,3.790161071794872
24015,3.787792435897436
48037,3.786603507692308
31155,3.7821888589743593
46077,3.7804484256410253
51099,3.779372274358974
41019,3.775988164102564
13185,3.7746803153846153
30095,3.772336541025641
30047,3.767452264102564
24043,3.766066164102564
51530,3.7615104128205124
51620,3.7610491025641024
16025,3.7582139230769234
02240,3.7560763410256413
13255,3.755542782051282
06077,3.7552530358974363
13119,3.754006833333334
39043,3.7463417333333333
27121,3.744662546153846
45055,3.7379125512820517
08043,3.7359840717948716
09015,3.7290234435897434
22005,3.728594969230769
27147,3.7257800769230767
48213,3.7238025923076927
48147,3.723597853846154
23001,3.720958835897436
16037,3.7201219025641024
20077,3.7185486871794873
18031,3.717788866666667
48379,3.71485741025641
55007,3.7145894897435894
37069,3.7139017307692304
51735,3.713427192307692
28047,3.7107233974358973
55105,3.7102115897435897
42081,3.705490905128205
48435,3.7029238641025644
47113,3.7013581666666666
39045,3.7011915717948716
28049,3.6991414410256414
30013,3.6913800538461534
27145,3.690853876923077
51171,3.687048028205128
55123,3.686834907692308
48287,3.6838751615384613
38033,3.683035715384615
55073,3.680678364102564
13245,3.67790841025641
19121,3.6775760025641024
21059,3.673825358974359
04017,3.672941715384615
37059,3.668878571794872
26147,3.667651376923077
40145,3.665602212820513
51700,3.6613956205128204
31049,3.66110191025641
51033,3.6590647846153845
22105,3.658335035897436
27049,3.6581516333333335
12107,3.6574407512820515
16069,3.6540935384615385
13285,3.6475568717948716
06105,3.6473980153846153
27085,3.644079123076923
48185,3.643768687179487
27027,3.641812264102564
20191,3.6379288153846154
42001,3.634079223076923
37005,3.6299230282051282
36123,3.628491046153846
42129,3.625437066666666
51137,3.624791128205128
19151,3.62387728974359
55011,3.623185592307692
06101,3.61447358974359
22089,3.612239648717949
16059,3.6116297461538465
27131,3.6109079025641027
48011,3.610131556410256
39123,3.6076548153846155
37049,3.605715015384615
12129,3.602481505128205
51199,3.6003061615384615
13237,3.599796397435897
19051,3.594558312820513
29229,3.5744638743589747
27067,3.5677469384615383
20121,3.5646533641025644
39099,3.563097443589743
35017,3.5620292205128203
39075,3.5618888897435896
28003,3.5584743384615387
55031,3.5577037025641025
39109,3.5528271589743587
04003,3.5524940384615387
06091,3.5503492512820514
20123,3.549144687179487
38097,3.548993728205128
31145,3.540364725641026
23029,3.539642764102564
17161,3.536965371794872
46029,3.536093115384616
42127,3.5252499564102564
19139,3.519070497435898
55091,3.5184502717948716
21209,3.518385535897436
56017,3.517935656410256
20049,3.5141215153846153
45003,3.513902012820513
41035,3.513635758974359
36117,3.5108655487179488
54093,3.510202976923077
26165,3.5093767948717947
30027,3.5074806666666665
41031,3.5070747230769226
40047,3.5066875076923076
36065,3.506483435897436
37037,3.5047333846153848
48055,3.501829161538462
37039,3.5007666307692307
12055,3.4996234435897438
23007,3.4978082051282056
48355,3.497433143589743
24045,3.495854435897436
38053,3.4913534512820514
36037,3.4913282025641026
16079,3.490740348717949
12121,3.488207346153846
31025,3.4821069923076924
20051,3.4808499102564108
19167,3.476264561538462
12023,3.4693720435897433
27103,3.4628134564102564
19183,3.4619123435897436
42079,3.460869553846154
19011,3.4510024179487178
55055,3.448419002564102
13153,3.444114446153846
56031,3.4438181871794873
37199,3.4435672
06029,3.4386115000000004
31021,3.434691074358974
54039,3.434338682051282
18099,3.43338047948718
01069,3.4313107692307696
48059,3.428803946153846
21049,3.413446925641026
22073,3.4110635974358976
49041,3.4070022307692307
48071,3.4053702666666665
48159,3.4041037487179486
46065,3.400889556410256
39083,3.400253656410256
55141,3.3998479410256413
39025,3.397795094871795
48125,3.395362579487179
37041,3.394206312820513
34033,3.393470558974359
37051,3.393041861538461
27149,3.391467584615385
16041,3.3878179256410257
38089,3.3871219102564103
55083,3.3867850410256413
27167,3.384501033333333
54033,3.3840773256410253
55021,3.3828504153846155
32019,3.381957564102564
01123,3.380042994871795
36053,3.37885711025641
26159,3.378187823076923
40147,3.3779935461538466
29153,3.374018843589744
21151,3.362082969230769
16011,3.3585158
19033,3.3551964435897434
35057,3.354140346153846
48467,3.351819907692308
06039,3.3512041666666668
29049,3.3490309051282052
53045,3.348259551282051
54003,3.3473278871794876
51073,3.344736302564103
08057,3.343379294871795
21205,3.341995305128205
20079,3.3355239076923078
53075,3.3342600487179483
13159,3.3301156051282055
53017,3.3299179538461536
20107,3.3283244871794873
39051,3.326872505128205
47047,3.3244670846153848
20019,3.321013071794872
27135,3.3209822538461538
46111,3.3182890435897434
27161,3.3177406205128204
37159,3.3136746846153846
08125,3.313447051282051
46063,3.3080977487179486
48485,3.305862
30055,3.3031598435897433
31181,3.302189874358974
27005,3.3018199538461537
08101,3.300002364102564
29025,3.295547176923077
31065,3.2948663153846156
29091,3.2936416538461537
27093,3.2930414512820514
05125,3.2929991461538464
29021,3.2925765256410253
02198,3.2922410358974363
47035,3.2917911666666666
22015,3.290932612820513
32001,3.2873964846153845
36101,3.2809722487179487
18037,3.280739723076923
21093,3.2714544974358977
53043,3.2696225076923078
48223,3.2648981333333333
20117,3.261705828205128
35013,3.261317207692308
13031,3.260815843589744
27015,3.257652902564103
48211,3.256714966666667
36013,3.2563349205128205
55063,3.2554831230769232
48503,3.255303184615385
29105,3.2498594384615385
39139,3.248692666666667
22075,3.2470897128205127
36115,3.243441687179487
23021,3.242037628205128
22063,3.241999441025641
45041,3.2414068794871795
27001,3.239341223076923
19157,3.2388932153846155
36017,3.2250900641025644
53027,3.2227364128205127
48089,3.221637535897436
48005,3.2211053512820516
53015,3.2181944897435897
20127,3.216549164102564
21005,3.2149908846153843
41011,3.213816482051282
19041,3.2137766666666665
36015,3.213646128205128
42073,3.212242976923077
19119,3.2110525974358977
05005,3.2089817000000003
13103,3.208664830769231
13035,3.205427082051282
37171,3.2046520051282052
12119,3.2032139461538462
17115,3.201137682051282
21199,3.2002087743589747
51740,3.1956578512820513
28035,3.193840148717949
06103,3.1891367974358977
26003,3.1867820846153845
48471,3.1856292384615386
39157,3.184746048717949
20169,3.1817410641025643
17099,3.1800041615384615
48133,3.1753713846153846
18005,3.1728806666666665
21019,3.172304553846154
31071,3.1713663487179486
47099,3.1699616923076923
56013,3.169369141025641
27007,3.166331676923077
